age,job,marital,education,default,balance,housing,loan,contact,day,month,duration
32,management,single,tertiary,no,12607,no,no,cellular,14,aug,203
70,retired,divorced,secondary,no,6850,no,no,telephone,5,mar,252
31,management,married,tertiary,no,13,no,no,cellular,28,aug,110
41,management,married,tertiary,no,3872,no,no,cellular,15,oct,231
56,management,married,tertiary,no,856,yes,yes,cellular,4,feb,70
52,blue-collar,married,primary,no,-133,no,no,unknown,5,jun,96
42,self-employed,divorced,tertiary,no,360,yes,no,unknown,24,jun,110
41,blue-collar,single,secondary,no,428,yes,no,cellular,12,may,92
38,blue-collar,married,secondary,no,121,yes,yes,cellular,6,feb,168
32,management,married,tertiary,no,820,yes,no,cellular,17,jul,738
47,services,married,secondary,no,440,yes,no,unknown,12,jun,91
36,management,married,tertiary,no,-381,yes,no,cellular,31,jul,30
50,services,single,primary,no,148,yes,no,unknown,7,may,198
34,technician,married,tertiary,no,691,yes,yes,unknown,2,jun,70
49,entrepreneur,married,secondary,no,167,yes,yes,unknown,6,may,198
61,retired,married,secondary,no,5207,no,no,cellular,11,sep,336
40,admin.,single,secondary,no,263,yes,no,unknown,6,may,231
50,entrepreneur,married,secondary,no,665,no,no,telephone,17,nov,238
65,housemaid,married,primary,no,2179,yes,no,cellular,4,sep,112
37,blue-collar,married,secondary,no,196,yes,no,unknown,5,jun,66
45,services,married,secondary,no,-839,yes,no,unknown,28,may,68
57,retired,married,primary,no,5799,no,no,unknown,17,jun,97
27,admin.,married,secondary,no,1033,yes,no,unknown,9,may,1713
49,unemployed,divorced,secondary,no,66,no,no,cellular,9,jul,218
48,management,married,secondary,no,2294,yes,no,unknown,26,may,251
40,management,married,tertiary,no,1584,yes,no,telephone,21,nov,661
32,services,single,secondary,no,182,yes,no,cellular,6,may,145
58,management,married,primary,no,76,yes,no,telephone,18,may,54
34,admin.,single,secondary,no,663,yes,no,cellular,20,apr,111
46,technician,divorced,secondary,no,3455,yes,no,unknown,14,may,566
29,blue-collar,married,secondary,no,15,no,no,cellular,3,jun,136
43,blue-collar,married,primary,no,487,yes,no,unknown,7,may,548
45,management,married,tertiary,no,1529,no,no,cellular,30,jun,160
26,management,single,secondary,no,63,no,no,cellular,28,jul,76
40,technician,married,tertiary,no,0,no,no,cellular,19,aug,44
41,admin.,married,secondary,no,920,yes,yes,unknown,27,may,239
27,technician,single,unknown,no,59,no,no,cellular,15,jul,792
27,services,married,secondary,no,0,yes,no,cellular,23,jul,198
39,self-employed,married,secondary,no,235,no,no,unknown,9,jun,217
49,admin.,married,secondary,no,2465,no,no,cellular,20,aug,157
35,blue-collar,married,primary,no,0,yes,no,cellular,24,jul,90
47,self-employed,married,secondary,yes,2,no,no,cellular,5,feb,236
54,management,married,tertiary,no,0,no,no,cellular,16,jul,118
46,blue-collar,married,primary,no,258,yes,no,unknown,27,may,217
28,student,single,secondary,no,378,yes,no,cellular,17,apr,346
54,blue-collar,married,primary,no,211,no,no,unknown,19,jun,200
41,blue-collar,married,primary,no,7735,yes,no,cellular,20,nov,220
45,blue-collar,married,secondary,no,192,yes,no,cellular,13,may,154
42,self-employed,married,tertiary,no,1932,yes,no,unknown,16,may,192
43,technician,single,secondary,no,11269,no,no,unknown,29,may,92
37,admin.,married,secondary,no,1314,yes,no,cellular,8,may,682
55,blue-collar,married,primary,no,2275,no,no,cellular,25,aug,139
41,technician,married,secondary,no,0,no,no,cellular,29,aug,141
54,blue-collar,married,primary,no,4503,no,no,telephone,21,nov,168
49,unemployed,married,tertiary,no,-471,yes,no,cellular,20,nov,77
36,services,married,secondary,no,-302,yes,no,cellular,13,may,36
50,technician,married,secondary,no,2497,yes,no,cellular,21,nov,35
35,blue-collar,married,secondary,no,-339,yes,no,unknown,8,may,389
40,technician,married,secondary,no,56,yes,yes,cellular,29,jan,194
26,self-employed,single,tertiary,no,211,no,no,cellular,29,jan,168
36,management,divorced,tertiary,no,3611,yes,no,unknown,4,jun,347
49,blue-collar,married,secondary,no,1568,no,no,unknown,21,may,206
28,student,single,secondary,no,459,no,no,cellular,16,mar,83
32,services,single,secondary,no,0,yes,no,cellular,31,jul,99
46,blue-collar,married,primary,no,328,yes,no,unknown,21,may,526
53,management,married,tertiary,no,1319,yes,no,cellular,16,apr,427
81,retired,married,secondary,no,1,no,no,cellular,19,aug,65
44,management,married,tertiary,no,17361,no,no,unknown,18,jun,476
58,retired,married,unknown,no,937,no,no,cellular,5,aug,155
35,management,married,tertiary,no,24,yes,no,cellular,8,apr,169
38,management,married,tertiary,no,-558,yes,no,cellular,21,jul,533
55,services,married,secondary,no,-31,no,yes,cellular,13,aug,81
47,blue-collar,married,primary,no,292,no,yes,telephone,28,jul,210
38,blue-collar,single,secondary,no,13156,yes,no,cellular,17,apr,291
31,admin.,married,secondary,no,236,yes,yes,telephone,4,may,211
33,management,single,tertiary,no,-53,no,no,cellular,29,jan,617
52,technician,married,secondary,no,192,yes,no,cellular,23,jul,61
43,management,divorced,tertiary,no,38,yes,no,cellular,25,jul,197
44,entrepreneur,single,tertiary,no,1136,yes,yes,cellular,3,apr,345
36,self-employed,married,tertiary,no,16,yes,yes,cellular,18,jul,95
41,blue-collar,married,secondary,no,-256,yes,no,unknown,3,jun,147
43,blue-collar,married,secondary,no,105,no,yes,cellular,4,jul,668
45,self-employed,married,tertiary,no,334,no,no,unknown,5,jun,87
44,management,married,secondary,no,576,yes,no,unknown,8,may,128
44,management,single,tertiary,no,1206,no,no,cellular,9,jul,160
33,technician,divorced,secondary,yes,-305,no,yes,unknown,9,may,109
53,entrepreneur,married,secondary,no,-118,yes,no,unknown,9,may,101
33,blue-collar,married,secondary,no,26,yes,no,cellular,17,apr,342
47,housemaid,married,primary,no,201,yes,no,cellular,7,aug,58
37,housemaid,married,primary,no,189,no,no,cellular,8,aug,148
60,retired,divorced,unknown,no,-49,yes,no,cellular,29,jan,188
43,technician,divorced,secondary,no,1413,yes,no,telephone,28,jul,75
58,retired,divorced,tertiary,no,264,yes,yes,cellular,8,jul,523
52,entrepreneur,married,tertiary,no,54,yes,yes,telephone,18,nov,103
50,blue-collar,married,primary,no,12519,yes,no,cellular,17,apr,146
42,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,71
31,admin.,married,secondary,no,88,yes,yes,cellular,8,aug,189
28,blue-collar,married,secondary,no,1020,yes,no,unknown,28,may,251
34,management,single,tertiary,no,8038,yes,no,cellular,20,apr,29
51,unemployed,single,tertiary,no,1594,no,no,telephone,4,feb,197
46,technician,married,tertiary,no,342,yes,yes,cellular,5,may,84
50,services,single,secondary,no,72,no,no,unknown,8,may,141
32,blue-collar,married,secondary,no,14,yes,no,unknown,2,jun,171
37,admin.,married,secondary,no,7,yes,no,cellular,27,may,224
39,technician,married,tertiary,no,1161,yes,no,cellular,9,apr,236
31,blue-collar,married,secondary,no,-45,yes,no,unknown,2,jun,184
28,management,single,tertiary,no,231,yes,yes,cellular,25,jul,568
31,management,single,secondary,no,36,no,no,cellular,27,aug,105
30,technician,married,tertiary,no,1570,yes,no,cellular,26,may,260
33,blue-collar,married,primary,no,3704,yes,no,unknown,6,jun,447
30,technician,single,tertiary,no,6619,yes,no,cellular,21,aug,239
32,blue-collar,single,secondary,no,-84,yes,no,cellular,11,may,426
40,housemaid,married,secondary,no,4610,no,no,cellular,14,aug,154
31,self-employed,married,tertiary,no,1134,no,no,cellular,6,feb,174
36,technician,married,secondary,no,146,yes,yes,unknown,15,may,284
26,student,single,secondary,no,-147,no,no,unknown,4,jun,95
31,blue-collar,divorced,secondary,no,6,yes,no,cellular,29,jan,821
39,management,married,secondary,no,0,yes,no,cellular,27,aug,63
59,management,married,tertiary,no,2764,no,no,cellular,24,dec,237
33,technician,married,tertiary,no,8023,no,no,cellular,30,nov,107
38,entrepreneur,divorced,tertiary,no,7929,no,no,cellular,8,jul,182
83,retired,married,secondary,no,0,no,no,cellular,18,mar,140
33,management,divorced,tertiary,yes,280,no,yes,cellular,18,nov,155
41,blue-collar,divorced,primary,no,2195,yes,no,unknown,3,jun,211
39,technician,married,secondary,no,3663,no,no,cellular,11,aug,230
53,blue-collar,married,primary,no,3316,yes,no,unknown,23,may,331
57,admin.,divorced,unknown,no,887,no,no,unknown,20,jun,43
56,unknown,married,unknown,no,0,no,no,unknown,20,jun,471
53,housemaid,married,primary,no,2581,no,no,cellular,15,apr,99
48,technician,married,secondary,no,7020,no,no,cellular,6,aug,80
56,technician,married,tertiary,no,272,no,no,cellular,26,aug,103
60,retired,divorced,secondary,no,598,no,yes,cellular,8,jul,96
29,entrepreneur,married,secondary,no,178,yes,no,cellular,5,may,231
60,management,married,primary,no,252,yes,yes,cellular,13,apr,123
33,housemaid,single,tertiary,no,23663,yes,no,cellular,16,apr,199
27,entrepreneur,single,tertiary,no,81,no,no,cellular,5,feb,197
50,self-employed,divorced,tertiary,no,59,yes,no,unknown,28,may,67
45,services,married,secondary,no,1343,no,yes,cellular,8,jul,220
58,retired,married,secondary,no,225,no,no,cellular,7,aug,122
59,retired,married,primary,no,0,yes,no,unknown,26,may,104
34,management,married,tertiary,no,-308,yes,no,cellular,30,apr,140
64,retired,married,primary,no,43,no,no,cellular,11,mar,117
38,technician,single,secondary,no,311,yes,no,cellular,28,may,61
40,management,married,tertiary,no,-117,yes,no,cellular,17,jul,770
36,technician,divorced,secondary,no,666,yes,yes,cellular,3,apr,190
53,entrepreneur,married,primary,no,1034,yes,no,cellular,19,nov,854
46,blue-collar,single,secondary,no,324,yes,no,unknown,30,may,293
35,student,single,unknown,no,0,no,no,telephone,28,jan,122
52,retired,married,secondary,no,424,no,no,cellular,19,nov,143
55,management,married,primary,no,621,no,yes,cellular,2,feb,114
55,retired,divorced,secondary,no,138,no,no,cellular,17,jul,205
33,management,single,tertiary,no,-67,yes,no,unknown,5,may,364
40,management,married,tertiary,no,294,yes,no,cellular,23,jul,97
34,admin.,divorced,secondary,no,1268,yes,no,cellular,15,may,259
38,services,married,secondary,no,-314,yes,no,unknown,28,may,66
41,admin.,married,tertiary,no,1536,no,no,cellular,4,may,54
41,unemployed,divorced,secondary,no,1281,no,no,cellular,31,jul,45
37,technician,married,secondary,no,64,yes,no,cellular,12,may,239
38,blue-collar,married,secondary,no,213,yes,no,unknown,16,jun,270
52,blue-collar,married,secondary,no,60,no,yes,cellular,26,aug,196
49,services,single,secondary,no,133,no,no,unknown,11,jun,319
44,housemaid,married,primary,no,3706,no,no,unknown,17,jun,209
31,management,married,tertiary,no,623,yes,no,cellular,13,may,96
31,technician,married,secondary,no,251,no,yes,cellular,29,aug,156
46,technician,divorced,secondary,no,435,yes,no,unknown,15,may,192
30,technician,single,tertiary,no,985,yes,no,cellular,19,feb,88
46,services,married,secondary,no,1550,yes,no,cellular,16,apr,126
47,management,married,tertiary,no,7708,yes,no,cellular,21,nov,157
59,unemployed,divorced,secondary,no,2921,no,no,telephone,3,feb,251
32,management,single,tertiary,no,751,yes,no,unknown,8,may,64
30,technician,single,tertiary,no,60,yes,yes,unknown,7,may,306
55,technician,single,secondary,no,3339,yes,no,unknown,2,jun,63
22,student,single,tertiary,no,1161,no,yes,cellular,16,jun,119
33,blue-collar,single,primary,no,599,yes,no,unknown,21,may,29
53,entrepreneur,married,unknown,no,28,no,no,cellular,31,jul,117
46,blue-collar,married,primary,no,1429,yes,no,unknown,14,may,91
44,services,divorced,secondary,no,0,yes,yes,unknown,13,may,97
41,self-employed,married,tertiary,no,6000,yes,no,cellular,18,nov,265
34,management,divorced,secondary,no,291,no,no,cellular,7,aug,91
36,blue-collar,single,secondary,no,340,no,yes,unknown,16,jun,559
35,entrepreneur,married,tertiary,no,0,no,no,cellular,5,may,74
60,retired,married,tertiary,no,225,no,no,cellular,19,aug,54
40,technician,single,tertiary,no,445,yes,no,cellular,24,jul,631
48,blue-collar,married,secondary,no,705,no,no,unknown,13,may,108
33,technician,single,tertiary,no,123,no,no,cellular,19,aug,264
55,retired,married,primary,no,8894,no,no,unknown,11,jun,262
41,blue-collar,married,secondary,no,429,yes,no,unknown,13,may,244
41,technician,married,tertiary,no,177,yes,no,telephone,11,jul,117
46,blue-collar,married,primary,no,67,no,no,unknown,24,jun,9
35,housemaid,divorced,secondary,no,39,no,no,cellular,31,jul,149
44,blue-collar,married,secondary,no,-674,yes,no,unknown,5,may,257
25,student,single,secondary,no,1790,no,no,cellular,17,apr,224
56,management,single,tertiary,no,15311,no,no,cellular,29,apr,157
57,management,married,tertiary,no,1341,yes,no,unknown,8,may,339
45,blue-collar,married,secondary,no,115,no,no,cellular,11,aug,209
40,management,married,tertiary,no,10786,no,no,unknown,20,jun,111
40,blue-collar,married,secondary,no,498,yes,no,cellular,8,may,55
48,blue-collar,married,secondary,no,1143,yes,no,cellular,17,apr,264
48,entrepreneur,married,tertiary,no,810,no,no,unknown,6,jun,383
31,technician,single,tertiary,no,-162,yes,no,cellular,18,may,380
60,housemaid,married,primary,no,0,no,yes,telephone,22,jul,124
34,services,married,secondary,no,586,yes,yes,unknown,8,may,224
26,technician,single,secondary,no,455,no,no,cellular,29,jan,240
57,services,divorced,secondary,no,4664,no,no,cellular,21,nov,22
25,unemployed,single,secondary,no,34,no,yes,unknown,4,jul,316
55,technician,single,tertiary,no,-703,yes,no,cellular,8,may,123
36,management,married,tertiary,no,1852,no,no,unknown,8,may,362
43,technician,single,secondary,no,34,no,no,telephone,30,jul,29
38,self-employed,single,secondary,no,1146,yes,no,unknown,21,may,91
48,blue-collar,married,primary,no,1092,no,yes,cellular,18,nov,79
33,admin.,married,secondary,no,1158,yes,no,cellular,20,apr,25
28,admin.,single,secondary,no,26,yes,no,cellular,7,may,227
30,services,single,secondary,no,566,no,no,cellular,5,feb,110
27,housemaid,married,secondary,no,4848,yes,yes,telephone,23,jul,82
36,technician,single,secondary,no,1855,yes,no,cellular,4,feb,75
46,services,married,secondary,no,2420,no,no,cellular,19,nov,405
27,technician,single,secondary,no,15,yes,no,cellular,25,jul,67
46,services,married,secondary,no,0,yes,no,cellular,22,jun,154
40,blue-collar,married,secondary,no,440,yes,no,unknown,5,jun,327
53,management,married,secondary,no,66,no,yes,telephone,8,jul,141
41,technician,single,secondary,no,-41,yes,yes,cellular,3,apr,154
60,blue-collar,married,secondary,no,322,yes,no,cellular,7,may,63
35,entrepreneur,married,primary,no,2643,no,yes,cellular,8,jul,259
57,admin.,married,secondary,no,2137,no,no,telephone,8,jul,132
57,admin.,divorced,primary,no,1,no,no,unknown,15,may,17
43,entrepreneur,married,secondary,no,59,no,no,unknown,13,may,437
50,management,married,tertiary,no,78,yes,no,cellular,14,jan,218
33,unemployed,married,tertiary,no,302,yes,yes,cellular,16,apr,670
35,blue-collar,married,secondary,no,1949,yes,no,unknown,2,jun,200
34,management,divorced,tertiary,no,13204,yes,yes,cellular,20,nov,197
50,admin.,married,secondary,no,231,yes,no,cellular,21,nov,397
40,blue-collar,married,primary,no,1136,yes,no,unknown,21,may,86
42,entrepreneur,married,tertiary,no,233,no,no,cellular,5,feb,446
59,admin.,married,secondary,no,817,no,no,cellular,9,apr,304
27,blue-collar,single,primary,no,1128,yes,no,unknown,30,jun,88
32,management,single,tertiary,no,1831,yes,no,cellular,20,apr,86
35,technician,single,secondary,no,450,yes,no,cellular,13,may,63
28,services,married,secondary,no,0,yes,no,cellular,5,may,335
35,management,married,tertiary,no,3161,no,no,cellular,8,aug,433
57,management,married,primary,no,1052,yes,no,unknown,13,may,227
42,admin.,single,secondary,no,1022,yes,no,unknown,5,may,146
55,admin.,married,primary,no,343,yes,no,cellular,14,jul,276
26,services,single,secondary,yes,-162,yes,no,cellular,15,may,44
26,blue-collar,single,secondary,no,-32,yes,yes,cellular,31,jul,14
57,retired,divorced,secondary,no,-331,yes,no,unknown,6,may,531
26,management,single,tertiary,no,350,no,no,cellular,8,jul,367
33,unemployed,married,secondary,no,2,yes,no,cellular,16,jul,132
24,blue-collar,single,primary,no,111,yes,yes,unknown,27,may,42
59,retired,divorced,secondary,no,319,no,no,cellular,24,jul,129
46,technician,married,secondary,no,966,yes,yes,cellular,19,aug,40
30,technician,single,secondary,no,102,yes,no,unknown,7,may,614
31,technician,married,secondary,no,0,no,yes,cellular,19,aug,144
55,unknown,married,primary,no,159,no,no,unknown,4,sep,15
33,blue-collar,married,secondary,no,1134,yes,no,unknown,23,may,304
37,technician,married,tertiary,no,6968,no,no,cellular,1,jun,175
37,management,married,tertiary,no,865,yes,no,cellular,3,jun,101
55,admin.,married,secondary,no,1102,yes,no,unknown,15,may,126
